#%guid=08134ad0-cc68-4b23-38e8-703012641054
cel_files	qc-call-rate-all	qc-call-rate-nsp	qc-call-rate-sty	qc-call-rate-nsp-sty-ovlp	em-cluster-chrX-het-contrast_gender	em-cluster-chrX-het-contrast_gender_chrX_het_rate	contrast-qc	contrast-qc-rand	contrast-qc-nsp	contrast-qc-sty	contrast-qc-nsp-sty-ovlp
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_G11_697176.CEL	0.96823	0.96272	0.95974	0.97412	female	0.24993	2.08779	2.08779	2.64500	2.47500	2.56500
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_F09_697188.CEL	0.97783	0.96272	0.97262	0.98706	female	0.31042	2.89079	2.89079	3.33500	3.11000	3.28000
ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_F01_734778.CEL	0.95930	0.94987	0.92593	0.97659	female	0.29562	2.18415	2.18415	2.46000	2.65500	2.44000
ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_H12_734776.CEL	0.97485	0.97044	0.96457	0.98090	female	0.23207	1.91649	1.91649	2.40500	2.44000	2.40500
URAEI_p_TCGASNP_b85_N_GenomeWideSNP_6_C01_735156.CEL	0.91099	0.88046	0.88084	0.93715	female	0.22418	1.62741	1.62741	1.15000	1.97000	1.86000
ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_H03_734648.CEL	0.97816	0.97172	0.96618	0.98583	female	0.27044	2.65525	2.65525	2.95000	3.65000	3.51000
ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_H08_734654.CEL	0.67770	0.66324	0.67150	0.68700	unknown	-1.00000	0.00000	0.00000	-0.13000	-0.02000	-0.01500
ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_F12_734782.CEL	0.91529	0.88817	0.89533	0.93592	female	0.22366	1.82013	1.82013	1.74500	3.03000	2.90500
URAEI_p_TCGASNP_b85_N_GenomeWideSNP_6_C06_735138.CEL	0.89014	0.87789	0.84380	0.91374	female	0.23004	-0.14989	-0.14989	0.00000	0.00000	0.00000
RANDS_p_TCGA_b109_SNP_1N_GenomeWideSNP_6_B06_771992.CEL	0.94341	0.92416	0.92271	0.96057	female	0.24936	1.98073	1.98073	1.94500	2.33500	2.43000
RANDS_p_TCGA_b109_SNP_1N_GenomeWideSNP_6_E04_771990.CEL	0.89312	0.87018	0.84702	0.92175	female	0.22137	0.21413	0.21413	0.00000	0.00000	0.97500
RANDS_p_TCGA_b109_SNP_1N_GenomeWideSNP_6_E09_772018.CEL	0.96625	0.94473	0.96135	0.97843	female	0.24084	2.03426	2.03426	2.27000	2.25000	2.19500
ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_G02_734792.CEL	0.96360	0.94602	0.95330	0.97597	female	0.24690	2.31263	2.31263	2.71500	3.19000	2.89000
ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_D09_734674.CEL	0.84911	0.84576	0.79066	0.87307	female	0.19270	-0.34261	-0.34261	-0.11000	-0.15000	-0.01000
BULGY_p_TCGA_bM1_124_SNP_N_GenomeWideSNP_6_A01_780784.CEL	0.96228	0.95244	0.94364	0.97412	female	0.24556	2.35546	2.35546	2.49500	2.54500	2.89500
RANDS_p_TCGA_b109_SNP_1N_GenomeWideSNP_6_B04_772006.CEL	0.94308	0.91774	0.93076	0.95995	female	0.25519	2.39829	2.39829	2.66500	3.46000	3.39000
RANDS_p_TCGA_b109_SNP_1N_GenomeWideSNP_6_B09_772024.CEL	0.93812	0.92031	0.90499	0.95933	female	0.22237	2.09850	2.09850	2.51500	3.29000	3.12500
SHAWM_p_TCGAb72_SNP_N_GenomeWideSNP_6_A08_698026.CEL	0.97055	0.95630	0.96457	0.97967	female	0.23673	3.67238	3.67238	4.64000	4.01000	4.59000
SHAWM_p_TCGAb72_SNP_N_GenomeWideSNP_6_H06_697992.CEL	0.93481	0.92416	0.90660	0.95071	female	0.21389	1.15632	1.15632	0.85000	1.00000	1.26000
SHAWM_p_TCGAb72_SNP_N_GenomeWideSNP_6_A09_698014.CEL	0.98081	0.97815	0.96457	0.98829	female	0.22556	3.22270	3.22270	3.96500	3.53000	3.58000
SHAWM_p_TCGAb72_SNP_N_GenomeWideSNP_6_G07_698040.CEL	0.95930	0.95116	0.94203	0.96981	female	0.27696	0.89936	0.89936	1.14500	1.04000	1.32000
SHAWM_p_TCGAb72_SNP_N_GenomeWideSNP_6_H10_698018.CEL	0.96823	0.95501	0.95652	0.97905	female	0.23120	1.35974	1.35974	2.17000	2.22500	2.03500
SHAWM_p_TCGAb72_SNP_N_GenomeWideSNP_6_C10_698042.CEL	0.98809	0.98329	0.98229	0.99261	female	0.23933	3.49036	3.49036	3.74500	3.16000	3.37000
SHAWM_p_TCGAb72_SNP_N_GenomeWideSNP_6_H11_697976.CEL	0.97584	0.96787	0.97746	0.97905	female	0.22259	2.36617	2.36617	2.26000	2.23000	2.17500
URAEI_p_TCGASNP_b85_N_GenomeWideSNP_6_E10_735154.CEL	0.96261	0.96658	0.93720	0.97043	female	0.25010	1.88437	1.88437	2.62000	2.34500	2.57500
SHAWM_p_TCGAb72_SNP_N_GenomeWideSNP_6_E09_698078.CEL	0.97320	0.96144	0.95813	0.98460	female	0.22826	2.99786	2.99786	3.27500	3.35500	3.28000
SHUCK_p_TCGAb74and75_SNP_N_GenomeWideSNP_6_E01_730938.CEL	0.92621	0.91260	0.87923	0.95071	female	0.22923	1.73448	1.73448	2.42000	1.75000	2.35000
SHUCK_p_TCGAb74and75_SNP_N_GenomeWideSNP_6_B08_730942.CEL	0.90470	0.87147	0.85346	0.94023	female	0.24979	2.08779	2.08779	2.86500	2.72000	2.95500
HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_H11_741450.CEL	0.93647	0.93573	0.88245	0.95749	female	0.23214	2.23769	2.23769	2.99500	3.49000	3.35500
JOUAL_p_TCGA_b96_SNP_N_GenomeWideSNP_6_H03_747992.CEL	0.96889	0.96787	0.94525	0.97843	female	0.20808	2.54818	2.54818	3.46000	3.79000	3.59500
JOUAL_p_TCGA_b96_SNP_N_GenomeWideSNP_6_B07_747866.CEL	0.95963	0.94602	0.93720	0.97474	female	0.23823	2.50535	2.50535	2.84500	2.97500	2.78500
JOUAL_p_TCGA_b96_SNP_N_GenomeWideSNP_6_G05_747932.CEL	0.96658	0.95887	0.95652	0.97412	female	0.25400	2.33405	2.33405	2.73000	3.55500	3.31000
JOUAL_p_TCGA_b96_SNP_N_GenomeWideSNP_6_G08_747946.CEL	0.97419	0.96530	0.96618	0.98152	female	0.23743	3.34047	3.34047	3.32000	3.72500	3.30000
JOUAL_p_TCGA_b96_SNP_N_GenomeWideSNP_6_A07_747984.CEL	0.92323	0.91003	0.90338	0.93715	female	0.21509	0.96360	0.96360	0.60500	1.31500	1.33500
JOUAL_p_TCGA_b96_SNP_N_GenomeWideSNP_6_C12_747976.CEL	0.96393	0.95244	0.95008	0.97474	female	0.24728	2.63383	2.63383	2.95500	3.10000	3.36000
JOUAL_p_TCGA_b96_SNP_N_GenomeWideSNP_6_F08_747902.CEL	0.92290	0.90874	0.89211	0.94147	female	0.23171	1.92719	1.92719	1.19000	1.70500	1.59500
JOUAL_p_TCGA_b96_SNP_N_GenomeWideSNP_6_E03_748026.CEL	0.96856	0.96144	0.94525	0.98090	female	0.23670	2.49465	2.49465	3.06000	3.32500	3.11500
JOUAL_p_TCGA_b96_SNP_N_GenomeWideSNP_6_E06_747926.CEL	0.97088	0.96401	0.96135	0.97782	male	0.04346	2.44111	2.44111	3.02000	3.15500	3.24000
JOUAL_p_TCGA_b96_SNP_N_GenomeWideSNP_6_G09_747972.CEL	0.97717	0.96787	0.97424	0.98275	female	0.23359	2.98715	2.98715	3.35000	3.22500	3.41000
JOUAL_p_TCGA_b96_SNP_N_GenomeWideSNP_6_E11_747882.CEL	0.93944	0.90488	0.91787	0.96426	female	0.25301	2.51606	2.51606	3.08500	3.50500	3.32500
EXINE_p_TCGA_b142_SNP_N_GenomeWideSNP_6_G11_802448.CEL	0.95996	0.95887	0.93076	0.97166	female	0.23530	2.85867	2.85867	3.31000	3.75000	3.40500
EXINE_p_TCGA_b142_SNP_N_GenomeWideSNP_6_E11_802460.CEL	0.96393	0.95244	0.94847	0.97535	female	0.23609	2.54818	2.54818	3.08000	3.32500	3.14000
EXINE_p_TCGA_b142_SNP_N_GenomeWideSNP_6_F02_802452.CEL	0.75844	0.72237	0.70531	0.79606	female	0.19593	-0.11777	-0.11777	-0.13000	0.14000	0.11500
COMIC_p_TCGA_b142_SNP_S_GenomeWideSNP_6_H10_804504.CEL	0.94275	0.92931	0.90177	0.96488	female	0.23345	1.01713	1.01713	1.39500	1.55500	1.63000
EXINE_p_TCGA_b142_SNP_N_GenomeWideSNP_6_A05_802450.CEL	0.92191	0.90103	0.88567	0.94578	female	0.22131	2.03426	2.03426	2.96000	3.19000	3.27500
EXINE_p_TCGA_b142_SNP_N_GenomeWideSNP_6_F11_802366.CEL	0.93547	0.92416	0.90982	0.95071	female	0.21373	1.25268	1.25268	1.71000	1.77000	1.72000
EXINE_p_TCGA_b142_SNP_N_GenomeWideSNP_6_G04_802466.CEL	0.95433	0.93702	0.92915	0.97227	female	0.23517	2.09850	2.09850	3.09500	2.85500	3.05500
EXINE_p_TCGA_b142_SNP_N_GenomeWideSNP_6_C05_802414.CEL	0.96095	0.95116	0.94203	0.97289	female	0.22604	2.58030	2.58030	3.18500	3.54500	3.65000
EXINE_p_TCGA_b142_SNP_N_GenomeWideSNP_6_E07_802474.CEL	0.91595	0.90231	0.87118	0.93962	female	0.25347	1.84154	1.84154	2.70000	3.02500	3.08500
COMIC_p_TCGA_b142_SNP_S_GenomeWideSNP_6_H02_804494.CEL	0.89907	0.88175	0.84380	0.92853	female	0.22960	1.61670	1.61670	1.99500	2.39500	2.32000
EXINE_p_TCGA_b142_SNP_N_GenomeWideSNP_6_F03_802438.CEL	0.74388	0.75835	0.72625	0.74368	female	0.57934	-0.07495	-0.07495	1.02500	0.69000	1.21000
EXINE_p_TCGA_b142_SNP_N_GenomeWideSNP_6_F08_802486.CEL	0.92290	0.90746	0.86634	0.95194	female	0.22461	2.39829	2.39829	2.95500	3.34500	2.86500
EXINE_p_TCGA_b142_SNP_N_GenomeWideSNP_6_F12_802428.CEL	0.92720	0.89846	0.89050	0.95502	female	0.22263	1.94861	1.94861	2.63000	3.08000	2.76000
EXINE_p_TCGA_b142_SNP_N_GenomeWideSNP_6_G05_802350.CEL	0.89378	0.88303	0.86795	0.90881	female	0.20892	1.01713	1.01713	0.69500	1.32500	1.51500
EXINE_p_TCGA_b142_SNP_N_GenomeWideSNP_6_G08_802344.CEL	0.93514	0.90617	0.91304	0.95749	female	0.22230	2.25910	2.25910	3.19000	3.48000	3.39500
EXINE_p_TCGA_b142_SNP_N_GenomeWideSNP_6_C11_802362.CEL	0.96360	0.95373	0.93720	0.97843	female	0.23817	2.50535	2.50535	3.49500	3.25000	3.27500
COMIC_p_TCGA_b142_SNP_S_GenomeWideSNP_6_H03_804438.CEL	0.91264	0.89332	0.87762	0.93530	female	0.22665	0.42827	0.42827	0.81500	1.15000	1.44500
COMIC_p_TCGA_b142_SNP_S_GenomeWideSNP_6_H07_804600.CEL	0.95930	0.95244	0.92754	0.97474	female	0.25571	1.45610	1.45610	2.16000	2.19000	2.24000
COMIC_p_TCGA_b142_SNP_S_GenomeWideSNP_6_H11_804422.CEL	0.95930	0.95501	0.94686	0.96611	female	0.23609	2.07709	2.07709	2.25000	2.41000	2.41000
EXINE_p_TCGA_b142_SNP_N_GenomeWideSNP_6_F09_802336.CEL	0.91165	0.91003	0.87118	0.92791	female	0.19493	1.09208	1.09208	1.13000	1.36000	1.06500
COZEN_p_TCGAb56_SNP_2N_GenomeWideSNP_6_B11_667216.CEL	0.96492	0.95758	0.96135	0.96981	female	0.24784	1.58458	1.58458	1.35500	1.59000	1.66000
COZEN_p_TCGAb56_SNP_2N_GenomeWideSNP_6_E06_667172.CEL	0.93944	0.93316	0.91143	0.95317	female	0.26117	1.59529	1.59529	1.68500	1.84000	1.84000
COZEN_p_TCGAb56_SNP_2N_GenomeWideSNP_6_F03_667180.CEL	0.98180	0.97943	0.97424	0.98583	female	0.23893	2.43041	2.43041	2.63500	2.87500	3.05500
COZEN_p_TCGAb56_SNP_2N_GenomeWideSNP_6_B03_667206.CEL	0.95202	0.94473	0.94042	0.95995	female	0.25817	0.93148	0.93148	1.07000	1.61500	1.57000
COZEN_p_TCGAb56_SNP_2N_GenomeWideSNP_6_H01_667146.CEL	0.96592	0.97558	0.91948	0.97905	female	0.23722	2.32334	2.32334	2.31500	2.16000	2.74000
URAEI_p_TCGASNP_b85_N_GenomeWideSNP_6_C07_735174.CEL	0.86698	0.84576	0.82287	0.89402	female	0.22435	0.13919	0.13919	0.00000	0.00000	0.65500
COZEN_p_TCGAb56_SNP_2N_GenomeWideSNP_6_B12_667076.CEL	0.97452	0.96530	0.96457	0.98275	female	0.30833	2.08779	2.08779	2.21000	2.22000	2.20000
COZEN_p_TCGAb56_SNP_2N_GenomeWideSNP_6_B10_667080.CEL	0.96559	0.95887	0.94042	0.97843	female	0.33560	1.49893	1.49893	1.43000	1.41500	1.63000
COZEN_p_TCGAb56_SNP_2N_GenomeWideSNP_6_A09_667164.CEL	0.95268	0.94730	0.90821	0.97227	female	0.23442	1.79872	1.79872	1.59500	2.10500	1.99500
COZEN_p_TCGAb56_SNP_2N_GenomeWideSNP_6_G12_667168.CEL	0.97948	0.97558	0.96457	0.98706	female	0.24058	2.55889	2.55889	2.19000	2.48500	2.77000
COZEN_p_TCGAb56_SNP_2N_GenomeWideSNP_6_E09_667064.CEL	0.96691	0.95373	0.95008	0.97967	female	0.23577	2.30193	2.30193	2.30000	2.53000	2.48000
URAEI_p_TCGASNP_b85_N_GenomeWideSNP_6_F01_735050.CEL	0.93680	0.93059	0.89694	0.95502	female	0.30780	1.97002	1.97002	1.79500	3.18000	2.66000
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_E11_697066.CEL	0.97287	0.96530	0.96618	0.97905	female	0.26844	2.98715	2.98715	2.86500	2.43000	2.51500
SHAWM_p_TCGAb72_SNP_N_GenomeWideSNP_6_F06_697984.CEL	0.98147	0.97172	0.96618	0.99199	female	0.28126	2.80514	2.80514	3.33500	2.65000	3.19000
SHAWM_p_TCGAb72_SNP_N_GenomeWideSNP_6_H02_698142.CEL	0.96989	0.96272	0.95813	0.97782	female	0.30411	2.31263	2.31263	2.72500	2.22000	2.40500
SHAWM_p_TCGAb72_SNP_N_GenomeWideSNP_6_E03_697998.CEL	0.96790	0.96401	0.95330	0.97535	female	0.25199	2.07709	2.07709	2.90500	1.60000	2.54000
SHAWM_p_TCGAb72_SNP_N_GenomeWideSNP_6_E06_698046.CEL	0.94805	0.92159	0.94203	0.96303	female	0.22136	2.22698	2.22698	2.58000	2.31000	2.52500
URAEI_p_TCGASNP_b85_N_GenomeWideSNP_6_B04_735182.CEL	0.90966	0.87532	0.86473	0.94331	female	0.21605	0.96360	0.96360	1.05000	1.29000	1.48500
SHAWM_p_TCGAb72_SNP_N_GenomeWideSNP_6_H03_698052.CEL	0.98048	0.97301	0.97262	0.98706	female	0.23826	1.76660	1.76660	1.92000	2.15000	2.07500
URAEI_p_TCGASNP_b85_N_GenomeWideSNP_6_F02_735008.CEL	0.92985	0.91003	0.90499	0.94886	female	0.31075	1.46681	1.46681	2.03500	1.29000	1.73500
SHUCK_p_TCGAb74and75_SNP_N_GenomeWideSNP_6_A02_730992.CEL	0.95930	0.94602	0.93720	0.97412	female	0.24793	2.49465	2.49465	3.19500	3.75000	3.73000
SHUCK_p_TCGAb74and75_SNP_N_GenomeWideSNP_6_F11_731088.CEL	0.96889	0.95758	0.94686	0.98275	female	0.24578	2.00214	2.00214	2.63000	2.88500	2.66500
SHUCK_p_TCGAb74and75_SNP_N_GenomeWideSNP_6_B09_730960.CEL	0.81403	0.77121	0.76329	0.85397	female	0.21364	-0.32120	-0.32120	0.00000	0.00000	0.22000
SHUCK_p_TCGAb74and75_SNP_N_GenomeWideSNP_6_C03_731064.CEL	0.90536	0.88303	0.85668	0.93469	female	0.21321	1.61670	1.61670	1.81000	2.06500	2.42500
SHUCK_p_TCGAb74and75_SNP_N_GenomeWideSNP_6_H03_731054.CEL	0.96426	0.95758	0.94525	0.97474	female	0.31552	2.28051	2.28051	2.96500	3.04500	2.97000
URAEI_p_TCGASNP_b85_N_GenomeWideSNP_6_C10_735088.CEL	0.92058	0.90874	0.88406	0.94023	female	0.24175	1.63812	1.63812	2.29000	2.45500	2.65500
SHUCK_p_TCGAb74and75_SNP_N_GenomeWideSNP_6_B04_731082.CEL	0.93779	0.93316	0.89533	0.95625	female	0.24635	1.11349	1.11349	1.51500	1.57500	1.78000
SHUCK_p_TCGAb74and75_SNP_N_GenomeWideSNP_6_A03_730934.CEL	0.93084	0.92931	0.87601	0.95256	female	0.31406	1.59529	1.59529	2.75500	2.40500	2.58500
ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_G11_734692.CEL	0.94408	0.92159	0.93076	0.95995	female	0.23813	1.58458	1.58458	1.23500	2.32500	2.42500
RANDS_p_TCGA_b109_SNP_1N_GenomeWideSNP_6_F11_771936.CEL	0.94242	0.91645	0.92915	0.95995	female	0.23669	1.37045	1.37045	2.01000	2.42000	2.63500
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_B09_697178.CEL	0.98279	0.98201	0.97101	0.98768	female	0.24973	3.16916	3.16916	3.61000	3.40000	3.62000
URAEI_p_TCGASNP_b85_N_GenomeWideSNP_6_E11_735030.CEL	0.95467	0.93188	0.93559	0.97289	female	0.30244	1.86296	1.86296	2.36500	2.50000	2.53500
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_E05_697076.CEL	0.97253	0.96658	0.95330	0.98275	female	0.23847	3.43683	3.43683	3.18500	3.11500	3.51000
COZEN_p_TCGAb56_SNP_2N_GenomeWideSNP_6_D05_667104.CEL	0.97154	0.96658	0.95491	0.98028	female	0.25839	2.10921	2.10921	1.41500	2.35500	2.33500
JOUAL_p_TCGA_b96_SNP_N_GenomeWideSNP_6_B08_747996.CEL	0.96426	0.94602	0.95652	0.97597	female	0.25557	1.90578	1.90578	2.21500	2.28000	2.49000
HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_B05_741438.CEL	0.95963	0.93830	0.94042	0.97720	female	0.25148	3.15846	3.15846	3.30500	4.17500	3.96000
URAEI_p_TCGASNP_b85_N_GenomeWideSNP_6_G12_735092.CEL	0.95467	0.94602	0.93398	0.96673	female	0.25435	2.26981	2.26981	2.78000	2.81500	3.13000
URAEI_p_TCGASNP_b85_N_GenomeWideSNP_6_H03_735152.CEL	0.93084	0.90874	0.90821	0.95009	female	0.26625	2.44111	2.44111	2.67500	2.98500	3.08500
HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_A06_741506.CEL	0.95136	0.93316	0.94203	0.96365	female	0.26568	2.59101	2.59101	2.72000	3.59000	3.21500
URAEI_p_TCGASNP_b85_N_GenomeWideSNP_6_A03_735080.CEL	0.92852	0.92159	0.88245	0.94948	female	0.25865	1.82013	1.82013	1.93500	2.47500	2.59500
URAEI_p_TCGASNP_b85_N_GenomeWideSNP_6_A12_735146.CEL	0.97055	0.96272	0.94847	0.98275	female	0.22203	2.51606	2.51606	3.36000	3.15000	3.28000
JOUAL_p_TCGA_b96_SNP_N_GenomeWideSNP_6_D10_747876.CEL	0.93746	0.92288	0.91143	0.95441	female	0.25109	2.52677	2.52677	3.16000	3.24500	3.30000
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_F04_697202.CEL	0.96856	0.95501	0.94847	0.98275	female	0.26340	2.84797	2.84797	3.33000	3.24500	3.30500
URAEI_p_TCGASNP_b85_N_GenomeWideSNP_6_E12_735044.CEL	0.93580	0.92288	0.89372	0.95810	female	0.25181	1.64882	1.64882	2.80500	2.75500	2.61000
HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_A12_628410.CEL	0.97584	0.97044	0.95491	0.98644	female	0.23099	2.79443	2.79443	3.20500	2.97500	3.28000
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_H12_697028.CEL	0.96757	0.95630	0.95169	0.97905	female	0.30397	2.67666	2.67666	2.73000	2.42000	2.90500
COZEN_p_TCGAb56_SNP_2N_GenomeWideSNP_6_C04_667096.CEL	0.97783	0.97815	0.96779	0.98152	female	0.24657	2.11991	2.11991	2.58000	2.32000	2.56500
URAEI_p_TCGASNP_b85_N_GenomeWideSNP_6_C09_735074.CEL	0.92058	0.89589	0.88245	0.94701	female	0.22414	0.86724	0.86724	1.37500	1.31000	1.69500
URAEI_p_TCGASNP_b85_N_GenomeWideSNP_6_B12_735108.CEL	0.90205	0.87918	0.85668	0.93038	female	0.22142	0.92077	0.92077	1.09500	1.71000	1.53000
COZEN_p_TCGAb56_SNP_2N_GenomeWideSNP_6_D04_667158.CEL	0.97783	0.96658	0.96457	0.98829	female	0.26615	2.51606	2.51606	2.48500	2.59500	3.29500
URAEI_p_TCGASNP_b85_N_GenomeWideSNP_6_E06_735110.CEL	0.96294	0.96015	0.94686	0.97043	female	0.23658	2.24839	2.24839	3.02000	2.89500	2.56500
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_A08_697164.CEL	0.98081	0.96915	0.97746	0.98768	female	0.25081	3.17987	3.17987	3.71500	3.47000	3.55500
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_G08_697172.CEL	0.97617	0.96915	0.96779	0.98275	female	0.24865	2.99786	2.99786	2.69500	3.01500	2.96000
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_B02_697064.CEL	0.97452	0.96787	0.96457	0.98152	female	0.24964	3.07281	3.07281	3.98500	3.60000	4.15000
JOUAL_p_TCGA_b96_SNP_N_GenomeWideSNP_6_A02_747974.CEL	0.96360	0.95373	0.92593	0.98275	female	0.23452	3.09422	3.09422	2.79500	3.40500	3.35000
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_F05_697134.CEL	0.97353	0.96915	0.95008	0.98460	female	0.23681	3.29764	3.29764	3.74000	3.59500	3.99000
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_D09_697184.CEL	0.94441	0.94087	0.89855	0.96365	female	0.23744	2.31263	2.31263	2.65500	2.32500	2.73500
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_F12_697082.CEL	0.95897	0.95501	0.92754	0.97289	female	0.23790	3.37259	3.37259	3.52000	3.18500	3.54500
SHAWM_p_TCGAb72_SNP_N_GenomeWideSNP_6_G01_698054.CEL	0.97915	0.98072	0.97746	0.97905	female	0.22990	2.22698	2.22698	2.79000	2.60000	2.73500
COZEN_p_TCGAb56_SNP_2N_GenomeWideSNP_6_B08_667084.CEL	0.95500	0.94859	0.92754	0.96858	female	0.23045	1.45610	1.45610	1.41500	2.02500	2.09000
SHAWM_p_TCGAb72_SNP_N_GenomeWideSNP_6_B02_698080.CEL	0.97750	0.96401	0.96618	0.98829	female	0.24615	3.00857	3.00857	3.77500	3.50000	3.56500
COZEN_p_TCGAb56_SNP_2N_GenomeWideSNP_6_B06_667224.CEL	0.97187	0.96787	0.96940	0.97474	female	0.23505	2.11991	2.11991	1.95000	2.10500	2.28500
COZEN_p_TCGAb56_SNP_2N_GenomeWideSNP_6_F02_667228.CEL	0.96195	0.95244	0.94042	0.97474	female	0.24505	2.11991	2.11991	2.12000	2.21000	2.37500
COZEN_p_TCGAb56_SNP_2N_GenomeWideSNP_6_D02_667144.CEL	0.96228	0.95244	0.94525	0.97351	female	0.21548	2.36617	2.36617	2.24000	2.63000	2.51500
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_A10_697110.CEL	0.96525	0.96015	0.93720	0.97843	female	0.24561	2.74090	2.74090	3.51000	3.10000	3.61500
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_A02_697180.CEL	0.95235	0.93188	0.93237	0.96981	female	0.24897	2.76231	2.76231	3.16000	2.93000	3.14000
SHUCK_p_TCGAb74and75_SNP_N_GenomeWideSNP_6_H08_730914.CEL	0.94573	0.92159	0.91948	0.96734	female	0.24993	2.37687	2.37687	2.69000	3.27500	3.49500
SHUCK_p_TCGAb74and75_SNP_N_GenomeWideSNP_6_C04_731012.CEL	0.93713	0.90617	0.91143	0.96180	female	0.23249	2.41970	2.41970	3.27000	3.44500	3.10000
SHUCK_p_TCGAb74and75_SNP_N_GenomeWideSNP_6_F04_731046.CEL	0.94242	0.93830	0.89533	0.96242	female	0.24852	2.58030	2.58030	3.47500	3.56000	3.28500
GHOUL_p_TCGASNP_b85and51R_N_GenomeWideSNP_6_A07_735286.CEL	0.87194	0.86889	0.81159	0.89649	female	0.23046	1.15632	1.15632	1.52000	2.36000	1.86000
HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_E11_741424.CEL	0.96592	0.95244	0.95008	0.97843	female	0.28105	1.84154	1.84154	2.82500	2.84500	2.79500
HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_F09_741494.CEL	0.95698	0.93188	0.94203	0.97474	female	0.23310	2.35546	2.35546	2.50500	2.94000	2.75500
HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_G02_741418.CEL	0.96261	0.95116	0.93559	0.97843	female	0.21834	2.82655	2.82655	3.17500	3.80500	3.30000
RANDS_p_TCGA_b109_SNP_1N_GenomeWideSNP_6_G01_771864.CEL	0.96161	0.96144	0.92432	0.97597	female	0.20172	2.03426	2.03426	2.64000	2.71000	2.77500
RANDS_p_TCGA_b109_SNP_1N_GenomeWideSNP_6_F09_771858.CEL	0.93415	0.91902	0.90338	0.95317	female	0.23426	1.47752	1.47752	1.48000	1.36000	2.00000
RANDS_p_TCGA_b109_SNP_1N_GenomeWideSNP_6_C12_771918.CEL	0.97353	0.96272	0.97101	0.97967	female	0.24542	2.88009	2.88009	2.90500	3.34500	3.21500
RANDS_p_TCGA_b109_SNP_1N_GenomeWideSNP_6_B02_771980.CEL	0.94739	0.94087	0.93237	0.95625	female	0.26053	1.93790	1.93790	2.57000	2.59500	2.54500
BULGY_p_TCGA_bM1_124_SNP_N_GenomeWideSNP_6_A07_780914.CEL	0.93084	0.92288	0.89533	0.94824	female	0.23554	1.54176	1.54176	1.90500	1.90500	2.20000
BULGY_p_TCGA_bM1_124_SNP_N_GenomeWideSNP_6_C09_780832.CEL	0.93613	0.91517	0.89050	0.96365	female	0.24693	2.77302	2.77302	2.31000	3.07500	3.07500
WRIED_p_TCGA_143_147_150_Hahn_N_GenomeWideSNP_6_C01_799988.CEL	0.90238	0.88432	0.85668	0.92853	female	0.23930	1.72377	1.72377	2.16500	2.37500	2.27500
GHOUL_p_TCGASNP_b85and51R_N_GenomeWideSNP_6_C07_735360.CEL	0.93779	0.91774	0.92110	0.95379	female	0.22231	2.21627	2.21627	2.56000	3.00000	3.08500
GHOUL_p_TCGASNP_b85and51R_N_GenomeWideSNP_6_E09_735356.CEL	0.89940	0.86632	0.85990	0.93038	female	0.23175	1.23126	1.23126	0.74000	1.23500	1.84000
GHOUL_p_TCGASNP_b85and51R_N_GenomeWideSNP_6_F04_735226.CEL	0.89709	0.87918	0.86151	0.91929	female	0.20658	1.62741	1.62741	0.74000	1.59000	2.25500
GHOUL_p_TCGASNP_b85and51R_N_GenomeWideSNP_6_F07_735358.CEL	0.94639	0.92416	0.92754	0.96426	female	0.21817	3.09422	3.09422	2.86500	3.73000	3.23000
GHOUL_p_TCGASNP_b85and51R_N_GenomeWideSNP_6_E10_735212.CEL	0.95400	0.93445	0.94686	0.96611	female	0.22439	2.47323	2.47323	2.62000	2.72500	2.91000
