SNP	Gene	TotalDuration	KEG_Duration	NB_Duration	Psi_Duration	LRT_Eta	P_Eta	LRT_Gamma	P_Gamma	Lik	LikEta	LikGamma	Kappa	Eta	Gamma	Phi	Psi	Fail_Full	Fail_Full_eta	Fail_full_gamma	Fail_Eta	Fail_Gamma	Coeff_0	Coeff_1	Coeff_2	Coeff_3	Coeff_4	Coeff_5	Coeff_6	Coeff_7	Coeff_8	Coeff_9	Coeff_10	Coeff_11	Coeff_12	Coeff_13	Coeff_14	Coeff_15	Coeff_16	Coeff_17	Coeff_18	Coeff_19	Coeff_20	Coeff_21	Coeff_22	Coeff_23	Coeff_24	Coeff_25	Coeff_26	Coeff_27	Coeff_28	Coeff_29	Coeff_30	Coeff_31	Coeff_32	Coeff_33	Coeff_34	Coeff_35	Coeff_36	CisTrans_Score	CisTrans_Pval	CisTrans_Fail
280	26	2.67e+00	2.93e-01	2.16e+00	2.12e-01	1.787112e-02	8.9365e-01	8.447934e-01	3.5803e-01	-5.0056e+03	-5.0056e+03	-5.0060e+03	8.9702e-01	9.7511e-01	1.1462e+00	1.7693e-01	8.0465e-02	0	0	2	0	0	1.0293e+00	2.5093e-01	-3.6000e-02	-7.9128e-02	-3.8002e-01	-1.0196e-01	-1.5237e-01	-1.8444e-01	-1.2613e-01	-1.5078e-01	-2.2957e-02	-2.5497e-01	3.6936e-01	-4.6563e-02	6.2894e-02	-4.6869e-02	9.5099e-01	-6.5129e-03	2.1734e-01	1.6584e-01	2.0081e-01	5.1989e-01	1.8773e-01	-2.8269e-03	7.8206e-02	2.2372e-01	5.6016e-02	4.1378e-01	1.2406e-01	-2.5830e-03	3.0318e-01	1.8190e+00	1.4754e+00	7.2555e-02	-1.4082e+00	-4.4151e-01	-1.2290e-01	1.9759e+00	3.7235e-01	0
281	26	2.79e+00	3.11e-01	2.26e+00	2.12e-01	2.600248e+00	1.0685e-01	1.368826e+00	2.4201e-01	-5.0052e+03	-5.0065e+03	-5.0058e+03	8.1599e-01	7.3610e-01	1.1780e+00	1.7638e-01	8.1294e-02	0	0	0	0	0	1.0407e+00	2.5583e-01	-2.3590e-02	-6.6458e-02	-3.7390e-01	-8.4766e-02	-1.4330e-01	-1.7324e-01	-1.1453e-01	-1.3655e-01	-1.3480e-02	-2.4906e-01	3.6656e-01	-4.4731e-02	6.7643e-02	-4.6704e-02	9.5630e-01	-1.3589e-02	2.1825e-01	1.6484e-01	1.9988e-01	5.2771e-01	1.8471e-01	3.3774e-03	9.1664e-02	2.1688e-01	5.5976e-02	4.0500e-01	1.2016e-01	-2.6450e-03	2.8231e-01	1.8208e+00	1.4986e+00	6.4681e-02	-1.3801e+00	-4.5747e-01	-1.3160e-01	1.5249e+00	4.6653e-01	0
282	26	2.53e+00	3.32e-01	1.90e+00	2.91e-01	2.650820e-01	6.0665e-01	1.981096e-01	6.5625e-01	-5.0055e+03	-5.0056e+03	-5.0056e+03	9.5895e-01	9.0772e-01	9.3533e-01	1.7653e-01	8.2101e-02	0	0	0	0	0	1.0334e+00	2.5198e-01	-1.8483e-02	-7.4751e-02	-3.8494e-01	-8.4850e-02	-1.5167e-01	-1.7632e-01	-1.2166e-01	-1.3923e-01	-1.8296e-02	-2.5042e-01	3.6289e-01	-4.9313e-02	6.1875e-02	-5.0168e-02	9.5622e-01	-1.7737e-02	2.1342e-01	1.6127e-01	2.0193e-01	5.3026e-01	1.7856e-01	1.4819e-04	8.2843e-02	2.1746e-01	5.3558e-02	4.0617e-01	1.1733e-01	-2.5864e-03	2.9230e-01	1.7948e+00	1.4731e+00	7.1918e-02	-1.3959e+00	-4.3601e-01	-1.3319e-01	3.9259e-02	9.8056e-01	0
283	26	2.87e+00	2.20e-01	2.47e+00	1.75e-01	9.165929e-03	9.2373e-01	4.851016e+00	2.7630e-02	-5.0007e+03	-5.0007e+03	-5.0031e+03	8.8663e-01	1.0183e+00	1.3579e+00	1.7216e-01	8.5906e-02	0	0	0	0	0	1.0243e+00	2.5682e-01	-2.6161e-02	-5.8131e-02	-3.7273e-01	-9.4932e-02	-1.6514e-01	-1.6622e-01	-1.1460e-01	-1.5629e-01	-1.6884e-02	-2.5142e-01	3.5709e-01	-3.2546e-02	7.5881e-02	-2.8692e-02	9.5213e-01	1.6641e-02	2.4832e-01	1.7270e-01	2.2970e-01	5.2115e-01	2.1118e-01	5.5634e-03	1.4593e-01	2.3487e-01	8.5480e-02	4.3659e-01	1.3115e-01	-2.7463e-03	3.5025e-01	1.8453e+00	1.4226e+00	6.7981e-02	-1.3705e+00	-3.8047e-01	-1.2104e-01	6.9856e+00	3.0415e-02	0
284	26	2.00e+00	1.53e-01	1.70e+00	1.42e-01	8.468921e-01	3.5743e-01	6.104159e-02	8.0486e-01	-5.0058e+03	-5.0062e+03	-5.0058e+03	1.0220e+00	1.1824e+00	9.6436e-01	1.7608e-01	8.3617e-02	0	0	0	0	0	1.0223e+00	2.4411e-01	-2.8166e-02	-7.7340e-02	-3.8091e-01	-9.8894e-02	-1.4702e-01	-1.8206e-01	-1.2337e-01	-1.4173e-01	-1.1936e-02	-2.5337e-01	3.7881e-01	-4.3704e-02	7.0187e-02	-4.2670e-02	9.4908e-01	-3.8192e-03	2.1862e-01	1.5840e-01	2.0307e-01	5.1562e-01	1.8811e-01	-9.2555e-03	7.9828e-02	2.1533e-01	6.0040e-02	4.0863e-01	1.1409e-01	-2.6320e-03	2.9964e-01	1.7762e+00	1.5172e+00	4.5245e-02	-1.3989e+00	-4.5024e-01	-1.2995e-01	3.5862e+00	1.6644e-01	0
285	26	1.73e+00	8.13e-02	1.51e+00	1.32e-01	1.648819e+00	1.9912e-01	8.094380e-01	3.6829e-01	-5.0056e+03	-5.0065e+03	-5.0060e+03	1.0346e+00	1.3798e+00	8.0777e-01	1.7655e-01	8.1406e-02	0	0	0	0	0	1.0244e+00	2.3934e-01	-4.3486e-02	-8.2475e-02	-3.9731e-01	-1.0104e-01	-1.7007e-01	-1.8246e-01	-1.3194e-01	-1.4495e-01	-1.9689e-02	-2.5333e-01	3.6629e-01	-5.0568e-02	6.5409e-02	-4.5402e-02	9.5933e-01	-1.1753e-02	2.1836e-01	1.7047e-01	2.0769e-01	5.3315e-01	1.8048e-01	-1.3719e-02	5.3220e-02	2.1234e-01	3.8596e-02	4.1409e-01	1.1660e-01	-2.6872e-03	2.8945e-01	1.7826e+00	1.5130e+00	3.7716e-02	-1.4164e+00	-4.3563e-01	-1.3543e-01	7.7746e-01	6.7792e-01	0
286	26	2.64e+00	3.09e-01	2.10e+00	2.18e-01	6.442058e-01	4.2219e-01	1.864631e-01	6.6588e-01	-5.0061e+03	-5.0064e+03	-5.0062e+03	1.0710e+00	1.1751e+00	9.3268e-01	1.7634e-01	8.3565e-02	2	2	2	0	0	1.0186e+00	2.4586e-01	-3.3257e-02	-7.5594e-02	-3.8300e-01	-9.5966e-02	-1.5490e-01	-1.7911e-01	-1.2653e-01	-1.4834e-01	-2.2541e-02	-2.5441e-01	3.6012e-01	-4.4291e-02	6.4665e-02	-4.2764e-02	9.5606e-01	-9.7887e-03	2.2207e-01	1.6913e-01	2.0788e-01	5.3508e-01	1.9035e-01	2.2615e-03	8.3755e-02	2.2496e-01	5.7507e-02	4.1482e-01	1.2617e-01	-2.5743e-03	2.9685e-01	1.7901e+00	1.5058e+00	7.1793e-02	-1.4091e+00	-4.2630e-01	-1.3389e-01	3.5827e+00	1.6673e-01	0
287	26	2.69e+00	2.35e-01	2.24e+00	2.05e-01	2.631351e+00	1.0477e-01	4.225790e-02	8.3713e-01	-5.0025e+03	-5.0038e+03	-5.0025e+03	1.0387e+00	1.3370e+00	1.0304e+00	1.7475e-01	8.1127e-02	0	0	0	0	0	1.0195e+00	2.3614e-01	-4.6368e-02	-9.6817e-02	-3.9232e-01	-1.0484e-01	-1.5635e-01	-2.0163e-01	-1.4176e-01	-1.6289e-01	-3.4408e-02	-2.7395e-01	3.3695e-01	-5.9958e-02	4.7721e-02	-5.0812e-02	9.4254e-01	-2.9425e-02	1.8961e-01	1.5391e-01	1.8841e-01	5.2929e-01	1.8416e-01	-2.1306e-02	7.4307e-02	2.0898e-01	5.6503e-02	3.9465e-01	1.1989e-01	-2.5340e-03	3.5233e-01	1.7846e+00	1.4985e+00	5.6905e-02	-1.3843e+00	-4.3780e-01	-1.4480e-01	3.5978e+00	1.6548e-01	0
288	26	2.47e+00	2.88e-01	1.95e+00	2.20e-01	7.332326e-01	3.9184e-01	1.329155e+00	2.4896e-01	-5.0058e+03	-5.0062e+03	-5.0065e+03	8.5315e-01	8.3894e-01	1.1817e+00	1.7635e-01	8.2416e-02	0	0	0	0	0	1.0350e+00	2.5590e-01	-1.8364e-02	-6.5740e-02	-3.7059e-01	-8.7303e-02	-1.3655e-01	-1.6922e-01	-1.1468e-01	-1.4168e-01	-1.3367e-02	-2.4903e-01	3.6610e-01	-4.4984e-02	6.9723e-02	-3.9485e-02	9.5344e-01	-7.4950e-04	2.2282e-01	1.7342e-01	2.0017e-01	5.1121e-01	1.8698e-01	1.0321e-02	8.8538e-02	2.2577e-01	5.6956e-02	4.0988e-01	1.2298e-01	-2.7036e-03	3.3213e-01	1.7930e+00	1.5156e+00	7.2257e-02	-1.4051e+00	-4.4513e-01	-1.2901e-01	2.3909e+00	3.0257e-01	0
289	26	2.66e+00	3.04e-01	2.12e+00	2.31e-01	1.868939e-02	8.9126e-01	8.303788e-01	3.6216e-01	-5.0051e+03	-5.0051e+03	-5.0055e+03	1.0231e+00	9.7350e-01	8.6623e-01	1.7616e-01	8.2022e-02	0	0	2	0	0	1.0281e+00	2.5168e-01	-3.3871e-02	-7.1275e-02	-3.7927e-01	-9.0738e-02	-1.4604e-01	-1.7993e-01	-1.2228e-01	-1.4600e-01	-1.7711e-02	-2.4748e-01	3.5494e-01	-3.6324e-02	6.9035e-02	-4.0923e-02	9.6070e-01	-5.4542e-03	2.2325e-01	1.7231e-01	2.0830e-01	5.2837e-01	1.9329e-01	4.0294e-03	9.0346e-02	2.2990e-01	5.0246e-02	4.1401e-01	1.2137e-01	-2.6080e-03	2.9240e-01	1.8193e+00	1.4991e+00	5.8443e-02	-1.4062e+00	-4.3389e-01	-1.2796e-01	2.8997e+00	2.3461e-01	0
290	26	1.70e+00	1.75e-01	1.40e+00	1.27e-01	1.350089e-04	9.9073e-01	1.025069e-01	7.4884e-01	-5.0063e+03	-5.0063e+03	-5.0064e+03	9.5157e-01	1.0025e+00	1.0506e+00	1.7641e-01	8.3617e-02	0	0	0	0	0	1.0271e+00	2.5049e-01	-3.1920e-02	-7.1029e-02	-3.8017e-01	-9.4750e-02	-1.5263e-01	-1.7646e-01	-1.2425e-01	-1.4577e-01	-1.9691e-02	-2.5137e-01	3.6280e-01	-4.3115e-02	6.9986e-02	-4.1911e-02	9.5485e-01	-2.8427e-03	2.2062e-01	1.7262e-01	2.0876e-01	5.2867e-01	1.8864e-01	4.5677e-03	8.3301e-02	2.2390e-01	5.9759e-02	4.1241e-01	1.2115e-01	-2.6084e-03	3.0106e-01	1.7994e+00	1.5006e+00	5.7686e-02	-1.4008e+00	-4.3245e-01	-1.3107e-01	1.8282e+00	4.0087e-01	0
291	26	3.85e+00	3.64e-01	3.24e+00	2.33e-01	8.409025e-01	3.5914e-01	6.217015e-01	4.3042e-01	-5.0033e+03	-5.0037e+03	-5.0036e+03	9.4520e-01	8.3639e-01	8.8810e-01	1.7460e-01	8.3452e-02	0	2	0	0	0	1.0342e+00	2.5513e-01	-2.6068e-02	-5.3868e-02	-3.5763e-01	-7.2438e-02	-1.3017e-01	-1.5606e-01	-1.1299e-01	-1.4016e-01	-4.0475e-03	-2.4754e-01	3.7158e-01	-3.7076e-02	7.3402e-02	-3.2039e-02	9.3226e-01	4.2076e-03	2.2654e-01	1.7637e-01	2.0732e-01	5.3686e-01	1.9508e-01	1.9133e-02	9.2737e-02	2.4259e-01	6.8554e-02	4.2417e-01	1.3958e-01	-2.5652e-03	3.7980e-01	1.7851e+00	1.5367e+00	-3.1749e-03	-1.4109e+00	-4.7658e-01	-1.1671e-01	5.5092e+00	6.3634e-02	1
292	26	2.26e+00	1.97e-01	1.84e+00	2.14e-01	1.031434e-02	9.1911e-01	2.329144e-01	6.2937e-01	-5.0061e+03	-5.0061e+03	-5.0062e+03	9.8684e-01	9.8104e-01	9.3073e-01	1.7633e-01	8.2841e-02	0	0	0	0	0	1.0281e+00	2.4859e-01	-3.0232e-02	-6.8195e-02	-3.7861e-01	-9.0842e-02	-1.5002e-01	-1.7632e-01	-1.2387e-01	-1.4180e-01	-1.5615e-02	-2.5272e-01	3.5837e-01	-4.0537e-02	7.3535e-02	-3.8408e-02	9.5347e-01	-1.0583e-03	2.2342e-01	1.7056e-01	2.0737e-01	5.3329e-01	1.9194e-01	1.0075e-02	8.8664e-02	2.2553e-01	6.0409e-02	4.1564e-01	1.2379e-01	-2.6612e-03	2.9148e-01	1.8138e+00	1.5102e+00	4.5941e-02	-1.3966e+00	-4.5054e-01	-1.3149e-01	5.2529e+00	7.2334e-02	0
293	26	2.43e+00	3.16e-01	1.91e+00	1.91e-01	9.644453e-01	3.2607e-01	5.334830e-01	4.6515e-01	-5.0060e+03	-5.0065e+03	-5.0062e+03	8.5921e-01	8.2718e-01	1.1110e+00	1.7653e-01	8.2124e-02	0	0	0	0	0	1.0362e+00	2.5752e-01	-2.5380e-02	-6.8054e-02	-3.8034e-01	-8.4982e-02	-1.4599e-01	-1.6853e-01	-1.1766e-01	-1.4516e-01	-1.3927e-02	-2.5078e-01	3.6749e-01	-4.7435e-02	6.3312e-02	-4.2564e-02	9.5432e-01	-1.0242e-02	2.1804e-01	1.6490e-01	2.0208e-01	5.2094e-01	1.8153e-01	1.7046e-03	8.6800e-02	2.2229e-01	5.5259e-02	4.1031e-01	1.1714e-01	-2.5475e-03	3.0314e-01	1.8052e+00	1.5237e+00	1.6351e-02	-1.3910e+00	-4.4463e-01	-1.2662e-01	2.7381e-02	9.8640e-01	0
294	26	1.57e+00	9.36e-02	1.34e+00	1.21e-01	7.687776e-02	7.8157e-01	7.668697e-02	7.8184e-01	-5.0064e+03	-5.0065e+03	-5.0065e+03	9.8536e-01	1.0685e+00	9.4783e-01	1.7661e-01	8.3290e-02	0	0	0	0	0	1.0262e+00	2.5055e-01	-2.9429e-02	-7.2520e-02	-3.8303e-01	-9.3003e-02	-1.4926e-01	-1.7775e-01	-1.2286e-01	-1.4620e-01	-1.8909e-02	-2.5327e-01	3.6225e-01	-4.3371e-02	6.8356e-02	-4.0857e-02	9.5733e-01	-4.1731e-03	2.2079e-01	1.7050e-01	2.0703e-01	5.1979e-01	1.8791e-01	4.4476e-03	8.3063e-02	2.2277e-01	5.7900e-02	4.1308e-01	1.2120e-01	-2.6108e-03	3.0991e-01	1.8032e+00	1.5171e+00	4.2750e-02	-1.3974e+00	-4.3054e-01	-1.3106e-01	3.6378e+00	1.6221e-01	0
295	26	1.57e+00	7.90e-02	1.33e+00	1.48e-01	5.345682e-04	9.8155e-01	8.365371e-01	3.6039e-01	-5.0054e+03	-5.0054e+03	-5.0058e+03	9.5525e-01	1.0058e+00	1.1797e+00	1.7608e-01	8.2580e-02	0	0	0	0	0	1.0275e+00	2.5217e-01	-1.5234e-02	-6.6156e-02	-3.8466e-01	-8.8021e-02	-1.5023e-01	-1.7285e-01	-1.2187e-01	-1.4233e-01	-1.9476e-02	-2.5436e-01	3.8121e-01	-3.6175e-02	7.0720e-02	-3.5779e-02	9.6345e-01	4.7495e-03	2.1893e-01	1.7110e-01	2.0719e-01	5.2585e-01	1.9174e-01	6.7539e-03	9.6368e-02	2.2519e-01	5.6416e-02	4.1212e-01	1.1756e-01	-2.7921e-03	3.2778e-01	1.8031e+00	1.5867e+00	5.1376e-02	-1.3666e+00	-4.5362e-01	-1.2592e-01	1.9927e+00	3.6922e-01	0
296	26	1.96e+00	1.62e-01	1.64e+00	1.49e-01	5.921001e-01	4.4161e-01	4.461373e-01	5.0418e-01	-5.0062e+03	-5.0064e+03	-5.0064e+03	1.0405e+00	1.1534e+00	9.0425e-01	1.7645e-01	8.3169e-02	0	0	0	0	0	1.0229e+00	2.4355e-01	-3.3317e-02	-8.0857e-02	-3.8640e-01	-9.5983e-02	-1.5385e-01	-1.7699e-01	-1.2742e-01	-1.4962e-01	-2.1333e-02	-2.5544e-01	3.5869e-01	-4.6560e-02	6.6162e-02	-4.6051e-02	9.5374e-01	-9.5461e-03	2.1659e-01	1.6210e-01	2.0464e-01	5.2481e-01	1.8793e-01	-1.8525e-03	8.1732e-02	2.1958e-01	5.3911e-02	4.0965e-01	1.1709e-01	-2.6185e-03	3.2360e-01	1.8041e+00	1.5163e+00	4.2689e-02	-1.4128e+00	-4.3763e-01	-1.3105e-01	3.7627e+00	1.5238e-01	0
297	26	1.81e+00	7.20e-02	1.57e+00	1.62e-01	1.559557e+00	2.1173e-01	3.805744e-01	5.3730e-01	-5.0027e+03	-5.0034e+03	-5.0029e+03	9.6477e-01	1.4016e+00	1.1479e+00	1.7458e-01	8.2523e-02	0	0	0	0	0	1.0269e+00	2.2253e-01	-3.9273e-02	-7.9258e-02	-3.7904e-01	-9.5117e-02	-1.5076e-01	-1.8581e-01	-1.2875e-01	-1.5325e-01	-2.2609e-02	-2.5704e-01	3.6643e-01	-5.0994e-02	5.6946e-02	-4.7706e-02	9.1524e-01	-5.3161e-02	1.9959e-01	1.5464e-01	1.7549e-01	5.0656e-01	1.7139e-01	-4.1344e-03	5.8610e-02	2.0190e-01	3.7628e-02	3.9315e-01	1.1835e-01	-2.4532e-03	3.5209e-01	1.7586e+00	1.5047e+00	3.1816e-02	-1.3978e+00	-4.6787e-01	-1.3515e-01	4.0010e-01	8.1869e-01	0
298	26	4.44e+00	3.16e-01	3.84e+00	2.69e-01	4.142714e-01	5.1981e-01	2.262266e-01	6.3434e-01	-5.0052e+03	-5.0054e+03	-5.0053e+03	9.1995e-01	8.8299e-01	9.3715e-01	1.7545e-01	8.4296e-02	2	2	2	0	2	1.0381e+00	2.5548e-01	-2.6029e-02	-5.9273e-02	-3.7618e-01	-8.7692e-02	-1.4521e-01	-1.7130e-01	-1.1245e-01	-1.3547e-01	-8.8831e-03	-2.4700e-01	3.6253e-01	-4.4237e-02	7.0207e-02	-4.0694e-02	9.4072e-01	-1.2523e-02	2.2447e-01	1.6776e-01	2.0029e-01	5.2690e-01	1.8394e-01	9.5320e-03	8.8324e-02	2.1851e-01	5.0268e-02	4.0525e-01	1.2349e-01	-2.5180e-03	2.8809e-01	1.8160e+00	1.5228e+00	2.6025e-02	-1.4203e+00	-4.8239e-01	-1.0933e-01	2.5216e+01	3.3443e-06	0
298	26	3.58e+00	1.87e-01	3.39e+00	0.00e+00	5.769735e-03	9.3945e-01	2.338297e+00	1.2623e-01	-4.6705e+03	-4.6705e+03	-4.6717e+03	1.1509e+00	9.8539e-01	7.7384e-01	1.7494e-01	-1.0000e+00	2	2	2	0	2	1.0284e+00	2.4249e-01	-4.1667e-02	-6.9535e-02	-3.9135e-01	-1.0213e-01	-1.5064e-01	-1.8584e-01	-1.2232e-01	-1.3937e-01	-1.7615e-02	-2.4893e-01	3.5586e-01	-4.2778e-02	7.3247e-02	-3.8169e-02	9.2696e-01	-2.1858e-02	2.2432e-01	1.6173e-01	1.9372e-01	5.3210e-01	1.7681e-01	4.6803e-03	7.8114e-02	2.1435e-01	3.9570e-02	3.9894e-01	1.2779e-01	-2.4375e-03	2.7549e-01	1.8223e+00	1.5390e+00	4.4615e-02	-1.4552e+00	-4.9923e-01	-1.0803e-01	1.0000e+00	2.0341e-11	0
299	26	3.80e+00	2.11e-01	3.31e+00	2.38e-01	1.111499e-01	7.3884e-01	3.191025e+00	7.4044e-02	-5.0044e+03	-5.0045e+03	-5.0060e+03	5.9026e-01	9.4354e-01	1.6070e+00	1.7496e-01	8.4983e-02	2	2	2	0	2	1.0329e+00	2.5978e-01	-3.3285e-02	-5.8551e-02	-3.6765e-01	-7.8480e-02	-1.4244e-01	-1.6568e-01	-1.1009e-01	-1.3853e-01	-1.3255e-02	-2.3955e-01	3.5757e-01	-5.1318e-02	6.7816e-02	-4.2773e-02	9.4745e-01	-1.6965e-02	2.2013e-01	1.6226e-01	2.0221e-01	5.1668e-01	1.8509e-01	8.4875e-03	9.5456e-02	2.2012e-01	5.6299e-02	4.1242e-01	1.1594e-01	-2.7221e-03	3.2417e-01	1.8101e+00	1.4909e+00	7.5384e-02	-1.4580e+00	-4.3531e-01	-1.2668e-01	4.1116e+00	1.2799e-01	1
